Longitude,Latitude,Address,City,Postal Code,Zip Code,State,Address Type,House Number,Street Address,Street Direction,Street Suffix,Unit Number
-100.812614,46.81588,1209 PRAIRIE DR,BISMARCK,,58501,North Dakota,Residential,1209,PRAIRIE,,DR,
-100.813362,46.814026,1217 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1217,VICTORY,,PL,
-100.811613,46.813856,809 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,809,MIDWAY,,DR,
-100.814308,46.818172,1233 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1233,HIGHLAND ACRES,W,RD,
-100.811607,46.814068,813 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,813,MIDWAY,,DR,
-100.81159,46.813688,805 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,805,MIDWAY,,DR,
-100.812241,46.814064,1203 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1203,VICTORY,,PL,
-100.810532,46.815403,1018 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1018,HIGHLAND ACRES,E,RD,
-100.812569,46.814475,1204 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1204,VICTORY,,PL,
-100.809985,46.814172,1105 FAIRVIEW PL,BISMARCK,,58501,North Dakota,Residential,1105,FAIRVIEW,,PL,
-100.813096,46.818604,1240 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1240,COULEE,W,RD,
-100.811153,46.818137,1214 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1214,HIGHLAND ACRES,E,RD,
-100.814295,46.815034,1005 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1005,HIGHLAND ACRES,W,RD,
-100.814985,46.818061,1230 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1230,HIGHLAND ACRES,W,RD,
-100.81286,46.81707,1115 PIONEER DR,BISMARCK,,58501,North Dakota,Residential,1115,PIONEER,,DR,
-100.810387,46.817597,1203 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1203,HIGHLAND ACRES,E,RD,
-100.814271,46.815725,1019 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1019,HIGHLAND ACRES,W,RD,
-100.81159,46.814696,909 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,909,MIDWAY,,DR,
-100.811569,46.81451,905 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,905,MIDWAY,,DR,
-100.815155,46.819572,1255 SCHAFER ST,BISMARCK,,58501,North Dakota,Business,1255,SCHAFER,,ST,
-100.809745,46.81539,1013 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1013,HIGHLAND ACRES,E,RD,
-100.814725,46.813838,1241 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1241,HIGHLAND ACRES,S,RD,
-100.809853,46.819378,1244 N PARKVIEW DR,BISMARCK,,58501,North Dakota,Residential,1244,PARKVIEW,N,DR,
-100.806827,46.818431,1020 COTTAGE DR,BISMARCK,,58501,North Dakota,Residential,1020,COTTAGE,,DR,
-100.807869,46.818373,1217 E COULEE RD,BISMARCK,,58501,North Dakota,Residential,1217,COULEE,E,RD,
-100.807857,46.818797,1225 E COULEE RD,BISMARCK,,58501,North Dakota,Residential,1225,COULEE,E,RD,
-100.807859,46.818992,1233 E COULEE RD,BISMARCK,,58501,North Dakota,Residential,1233,COULEE,E,RD,
-100.81047,46.81799,1211 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1211,HIGHLAND ACRES,E,RD,
-100.813322,46.813553,1218 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1218,HIGHLAND ACRES,S,RD,
-100.809787,46.815544,1017 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1017,HIGHLAND ACRES,E,RD,
-100.813096,46.814082,1213 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1213,VICTORY,,PL,
-100.81221,46.814724,908 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,908,MIDWAY,,DR,
-100.812042,46.81916,1250 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1250,HIGHLAND ACRES,E,RD,
-100.809059,46.818729,1229 N PARKVIEW DR,BISMARCK,,58501,North Dakota,Residential,1229,PARKVIEW,N,DR,
-100.811379,46.818731,1230 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1230,HIGHLAND ACRES,E,RD,
-100.811501,46.817127,1206 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1206,COULEE,W,RD,
-100.812909,46.816003,1213 PRAIRIE DR,BISMARCK,,58501,North Dakota,Residential,1213,PRAIRIE,,DR,
-100.806819,46.818735,1248 WARD RD,BISMARCK,,58501,North Dakota,Residential,1248,WARD,,RD,
-100.813222,46.816121,1217 PRAIRIE DR,BISMARCK,,58501,North Dakota,Residential,1217,PRAIRIE,,DR,
-100.815003,46.818308,1234 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1234,HIGHLAND ACRES,W,RD,
-100.814133,46.816647,1103 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1103,HIGHLAND ACRES,W,RD,
-100.807821,46.819401,1245 E COULEE RD,BISMARCK,,58501,North Dakota,Residential,1245,COULEE,E,RD,
-100.812645,46.81794,1230 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1230,COULEE,W,RD,
-100.812531,46.815556,1208 PROSPECT PL,BISMARCK,,58501,North Dakota,Residential,1208,PROSPECT,,PL,
-100.809464,46.817692,1110 E COULEE RD,BISMARCK,,58501,North Dakota,Residential,1110,COULEE,E,RD,
-100.813736,46.814617,1222 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1222,VICTORY,,PL,
-100.814984,46.8144,1253 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1253,HIGHLAND ACRES,S,RD,
-100.809796,46.81573,1021 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1021,HIGHLAND ACRES,E,RD,
-100.806934,46.81797,1025 COTTAGE DR,BISMARCK,,58501,North Dakota,Residential,1025,COTTAGE,,DR,
-100.809762,46.819619,1248 N PARKVIEW DR,BISMARCK,,58501,North Dakota,Residential,1248,PARKVIEW,N,DR,
-100.813462,46.81963,1266 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1266,HIGHLAND ACRES,W,RD,
-100.811263,46.815253,1001 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,1001,MIDWAY,,DR,
-100.81056,46.814037,1113 FAIRVIEW PL,BISMARCK,,58501,North Dakota,Residential,1113,FAIRVIEW,,PL,
-100.812832,46.813471,1208 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1208,HIGHLAND ACRES,S,RD,
-100.813912,46.818837,1249 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1249,HIGHLAND ACRES,W,RD,
-100.812584,46.813503,1206 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1206,HIGHLAND ACRES,S,RD,
-100.813538,46.817421,1120 PIONEER DR,BISMARCK,,58501,North Dakota,Residential,1120,PIONEER,,DR,
-100.814121,46.818688,1243 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1243,HIGHLAND ACRES,W,RD,
-100.812392,46.818671,1241 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1241,COULEE,W,RD,
-100.812451,46.818849,1245 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1245,COULEE,W,RD,
-100.809853,46.818302,1216 N PARKVIEW DR,BISMARCK,,58501,North Dakota,Residential,1216,PARKVIEW,N,DR,
-100.814221,46.817925,1127 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1127,HIGHLAND ACRES,W,RD,
-100.814972,46.816807,1108 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1108,HIGHLAND ACRES,W,RD,
-100.814949,46.817333,1116 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1116,HIGHLAND ACRES,W,RD,
-100.811623,46.819714,1247 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1247,HIGHLAND ACRES,E,RD,
-100.814915,46.816254,1032 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1032,HIGHLAND ACRES,W,RD,
-100.810444,46.817788,1207 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1207,HIGHLAND ACRES,E,RD,
-100.813473,46.815671,1220 PROSPECT PL,BISMARCK,,58501,North Dakota,Residential,1220,PROSPECT,,PL,
-100.814374,46.814838,1001 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1001,HIGHLAND ACRES,W,RD,
-100.814178,46.819603,1258 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1258,HIGHLAND ACRES,W,RD,
-100.808533,46.818546,1220 E COULEE RD,BISMARCK,,58501,North Dakota,Residential,1220,COULEE,E,RD,
-100.812834,46.814066,1209 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1209,VICTORY,,PL,
-100.81363,46.814157,1221 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1221,VICTORY,,PL,
-100.809734,46.815924,1025 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1025,HIGHLAND ACRES,E,RD,
-100.814111,46.817458,1117 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1117,HIGHLAND ACRES,W,RD,
-100.813385,46.818005,1132 PIONEER DR,BISMARCK,,58501,North Dakota,Residential,1132,PIONEER,,DR,
-100.815002,46.81757,1120 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1120,HIGHLAND ACRES,W,RD,
-100.814835,46.814006,1245 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1245,HIGHLAND ACRES,S,RD,
-100.813,46.81515,1213 PROSPECT PL,BISMARCK,,58501,North Dakota,Residential,1213,PROSPECT,,PL,
-100.81435,46.814463,1252 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1252,HIGHLAND ACRES,S,RD,
-100.812248,46.815498,1204 PROSPECT PL,BISMARCK,,58501,North Dakota,Residential,1204,PROSPECT,,PL,
-100.813538,46.817051,1112 PIONEER DR,BISMARCK,,58501,North Dakota,Residential,1112,PIONEER,,DR,
-100.813169,46.819723,1300 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1300,COULEE,W,RD,
-100.81327,46.818218,1136 PIONEER DR,BISMARCK,,58501,North Dakota,Residential,1136,PIONEER,,DR,
-100.814916,46.815998,1024 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1024,HIGHLAND ACRES,W,RD,
-100.814584,46.813665,1237 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1237,HIGHLAND ACRES,S,RD,
-100.806463,46.818448,1014 COTTAGE DR,BISMARCK,,58501,North Dakota,Residential,1014,COTTAGE,,DR,
-100.812271,46.815826,1205 PRAIRIE DR,BISMARCK,,58501,North Dakota,Residential,1205,PRAIRIE,,DR,
-100.812386,46.819027,1249 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1249,COULEE,W,RD,
-100.814365,46.814637,1256 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1256,HIGHLAND ACRES,S,RD,
-100.812309,46.813671,804 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,804,MIDWAY,,DR,
-100.811304,46.819645,1243 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1243,HIGHLAND ACRES,E,RD,
-100.812386,46.819782,1257 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1257,HIGHLAND ACRES,E,RD,
-100.81203,46.818028,1225 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1225,COULEE,W,RD,
-100.815023,46.817122,1110 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1110,HIGHLAND ACRES,W,RD,
-100.811449,46.81792,1200 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Business,1200,HIGHLAND ACRES,E,RD,
-100.813611,46.81517,1221 PROSPECT PL,BISMARCK,,58501,North Dakota,Residential,1221,PROSPECT,,PL,
-100.813401,46.814617,1218 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1218,VICTORY,,PL,
-100.812886,46.814462,1208 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1208,VICTORY,,PL,
-100.812722,46.81509,1209 PROSPECT PL,BISMARCK,,58501,North Dakota,Residential,1209,PROSPECT,,PL,
-100.812887,46.817246,1117 PIONEER DR,BISMARCK,,58501,North Dakota,Residential,1117,PIONEER,,DR,
-100.812416,46.819256,1255 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1255,COULEE,W,RD,
-100.814956,46.817816,1226 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1226,HIGHLAND ACRES,W,RD,
-100.814947,46.815843,1020 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1020,HIGHLAND ACRES,W,RD,
-100.81435,46.819403,1254 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1254,HIGHLAND ACRES,W,RD,
-100.814247,46.815254,1009 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1009,HIGHLAND ACRES,W,RD,
-100.811913,46.815388,1202 PROSPECT PL,BISMARCK,,58501,North Dakota,Residential,1202,PROSPECT,,PL,
-100.811607,46.81345,1148 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1148,HIGHLAND ACRES,S,RD,
-100.811371,46.815068,917 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,917,MIDWAY,,DR,
-100.810196,46.813549,1130 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1130,HIGHLAND ACRES,S,RD,
-100.811962,46.817357,1214 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1214,COULEE,W,RD,
-100.811745,46.817268,1210 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1210,COULEE,W,RD,
-100.811204,46.818327,1218 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1218,HIGHLAND ACRES,E,RD,
-100.809766,46.818942,1236 N PARKVIEW DR,BISMARCK,,58501,North Dakota,Residential,1236,PARKVIEW,N,DR,
-100.811707,46.816578,1200 PRAIRIE DR,BISMARCK,,58501,North Dakota,School,1200,PRAIRIE,,DR,
-100.813812,46.814327,1225 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1225,VICTORY,,PL,
-100.813309,46.81514,1217 PROSPECT PL,BISMARCK,,58501,North Dakota,Residential,1217,PROSPECT,,PL,
-100.815063,46.815456,1012 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1012,HIGHLAND ACRES,W,RD,
-100.812567,46.814065,1205 VICTORY PL,BISMARCK,,58501,North Dakota,Residential,1205,VICTORY,,PL,
-100.813072,46.819244,1254 W COULEE RD,BISMARCK,,58501,North Dakota,Residential,1254,COULEE,W,RD,
-100.81501,46.81505,1004 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1004,HIGHLAND ACRES,W,RD,
-100.814867,46.81909,1246 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1246,HIGHLAND ACRES,W,RD,
-100.814301,46.818429,1239 W HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1239,HIGHLAND ACRES,W,RD,
-100.810097,46.812958,1131 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1131,HIGHLAND ACRES,S,RD,
-100.804195,46.812559,717 WILLIAMS ST,BISMARCK,,58501,North Dakota,Residential,717,WILLIAMS,,ST,
-100.811858,46.812389,1167 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1167,AVENUE B,W,,
-100.8116,46.812969,729 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,729,MIDWAY,,DR,
-100.811285,46.813057,1145 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1145,HIGHLAND ACRES,S,RD,
-100.810379,46.812218,1146 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1146,AVENUE B,W,,
-100.8036,46.812184,900 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,900,AVENUE C,W,,
-100.809738,46.812202,1129 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1129,KEATING,,DR,
-100.813898,46.813299,1225 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1225,HIGHLAND ACRES,S,RD,
-100.813396,46.813142,1217 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1217,HIGHLAND ACRES,S,RD,
-100.803692,46.812901,830 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,830,AVENUE C,W,,
-100.810718,46.813033,1139 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1139,HIGHLAND ACRES,S,RD,
-100.810432,46.811758,1141 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1141,AVENUE B,W,,
-100.813647,46.813181,1221 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1221,HIGHLAND ACRES,S,RD,
-100.812829,46.813047,1211 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1211,HIGHLAND ACRES,S,RD,
-100.810738,46.812626,1150 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1150,KEATING,,DR,
-100.810417,46.812962,1135 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1135,HIGHLAND ACRES,S,RD,
-100.808365,46.81076,1101 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1101,AVENUE B,W,,
-100.805115,46.812859,720 WILLIAMS ST,BISMARCK,,58501,North Dakota,Residential,720,WILLIAMS,,ST,
-100.809929,46.812008,1134 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1134,AVENUE B,W,,
-100.813134,46.813073,1213 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1213,HIGHLAND ACRES,S,RD,
-100.809486,46.811237,1121 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1121,AVENUE B,W,,
-100.80863,46.81146,1110 W AVENUE B,BISMARCK,,58501,North Dakota,Business,1110,AVENUE B,W,,
-100.808838,46.811588,1118 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1118,AVENUE B,W,,
-100.811408,46.812212,1161 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1161,AVENUE B,W,,
-100.811656,46.812269,1163 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1163,AVENUE B,W,,
-100.811258,46.812129,1157 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1157,AVENUE B,W,,
-100.809837,46.811492,1129 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1129,AVENUE B,W,,
-100.812043,46.812494,1171 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1171,AVENUE B,W,,
-100.809074,46.811691,1122 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1122,AVENUE B,W,,
-100.805237,46.812195,1006 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,1006,AVENUE C,W,,
-100.809319,46.811806,1126 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1126,AVENUE B,W,,
-100.804413,46.813534,835 CRESCENT LN,BISMARCK,,58501,North Dakota,Residential,835,CRESCENT,,LN,
-100.809229,46.811259,1117 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1117,AVENUE B,W,,
-100.809625,46.811392,1125 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1125,AVENUE B,W,,
-100.805823,46.812395,1024 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,1024,AVENUE C,W,,
-100.811401,46.812649,1162 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1162,KEATING,,DR,
-100.811096,46.811951,1153 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1153,AVENUE B,W,,
-100.810463,46.812626,1144 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1144,KEATING,,DR,
-100.810692,46.811771,1145 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1145,AVENUE B,W,,
-100.810245,46.811675,1137 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1137,AVENUE B,W,,
-100.810104,46.812965,1127 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1127,HIGHLAND ACRES,S,RD,
-100.81102,46.812626,1156 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1156,KEATING,,DR,
-100.810053,46.811583,1133 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1133,AVENUE B,W,,
-100.809898,46.812622,1132 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1132,KEATING,,DR,
-100.809082,46.811062,1113 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1113,AVENUE B,W,,
-100.804627,46.812185,705 WILLIAMS ST,BISMARCK,,58501,North Dakota,Residential,705,WILLIAMS,,ST,
-100.804237,46.812241,916 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,916,AVENUE C,W,,
-100.803856,46.812237,904 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,904,AVENUE C,W,,
-100.814169,46.813383,1229 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1229,HIGHLAND ACRES,S,RD,
-100.805489,46.812241,1016 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,1016,AVENUE C,W,,
-100.812233,46.812862,726 MIDWAY DR,BISMARCK,,58501,North Dakota,Residential,726,MIDWAY,,DR,
-100.812564,46.813034,1205 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1205,HIGHLAND ACRES,S,RD,
-100.808678,46.810883,1105 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1105,AVENUE B,W,,
-100.808791,46.811079,1109 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1109,AVENUE B,W,,
-100.812637,46.812634,1175 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1175,AVENUE B,W,,
-100.810825,46.8119,1149 W AVENUE B,BISMARCK,,58501,North Dakota,Residential,1149,AVENUE B,W,,
-100.805253,46.813515,831 CRESCENT LN,BISMARCK,,58501,North Dakota,Residential,831,CRESCENT,,LN,
-100.804993,46.812172,1002 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,1002,AVENUE C,W,,
-100.805153,46.812504,714 WILLIAMS ST,BISMARCK,,58501,North Dakota,Residential,714,WILLIAMS,,ST,
-100.804451,46.812862,723 WILLIAMS ST,BISMARCK,,58501,North Dakota,Residential,723,WILLIAMS,,ST,
-100.810984,46.813046,1141 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1141,HIGHLAND ACRES,S,RD,
-100.810181,46.812622,1138 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1138,KEATING,,DR,
-100.812233,46.813061,1201 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1201,HIGHLAND ACRES,S,RD,
-100.80889,46.814587,915 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,915,HIGHLAND ACRES,E,RD,
-100.809325,46.814775,923 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,923,HIGHLAND ACRES,E,RD,
-100.809021,46.812618,1114 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1114,KEATING,,DR,
-100.809067,46.813422,1115 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1115,HIGHLAND ACRES,S,RD,
-100.808043,46.815269,1032 CRESCENT LN,BISMARCK,,58501,North Dakota,Residential,1032,CRESCENT,,LN,
-100.807057,46.814774,922 PARKVIEW DR,BISMARCK,,58501,North Dakota,Residential,922,PARKVIEW,,DR,
-100.809529,46.814957,1003 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1003,HIGHLAND ACRES,E,RD,
-100.809306,46.813268,1119 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1119,HIGHLAND ACRES,S,RD,
-100.807468,46.815329,1024 CRESCENT LN,BISMARCK,,58501,North Dakota,Residential,1024,CRESCENT,,LN,
-100.808647,46.814003,1103 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1103,HIGHLAND ACRES,S,RD,
-100.806892,46.813572,901 PARKVIEW DR,BISMARCK,,58501,North Dakota,Residential,901,PARKVIEW,,DR,
-100.809441,46.813934,1106 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1106,HIGHLAND ACRES,S,RD,
-100.809074,46.814678,919 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,919,HIGHLAND ACRES,E,RD,
-100.808789,46.813792,1107 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1107,HIGHLAND ACRES,S,RD,
-100.809608,46.813805,1110 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1110,HIGHLAND ACRES,S,RD,
-100.808269,46.815516,1033 CRESCENT LN,BISMARCK,,58501,North Dakota,Residential,1033,CRESCENT,,LN,
-100.806976,46.815475,1016 CRESCENT LN,BISMARCK,,58501,North Dakota,Residential,1016,CRESCENT,,LN,
-100.809562,46.813189,1123 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1123,HIGHLAND ACRES,S,RD,
-100.809265,46.814163,1100 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1100,HIGHLAND ACRES,S,RD,
-100.808956,46.813594,1111 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1111,HIGHLAND ACRES,S,RD,
-100.808174,46.815666,1029 CRESCENT LN,BISMARCK,,58501,North Dakota,Residential,1029,CRESCENT,,LN,
-100.807753,46.815198,1028 CRESCENT LN,BISMARCK,,58501,North Dakota,Residential,1028,CRESCENT,,LN,
-100.807231,46.815483,1020 CRESCENT LN,BISMARCK,,58501,North Dakota,Residential,1020,CRESCENT,,LN,
-100.809624,46.812622,1126 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1126,KEATING,,DR,
-100.809601,46.814304,1101 FAIRVIEW PL,BISMARCK,,58501,North Dakota,Residential,1101,FAIRVIEW,,PL,
-100.809601,46.815174,1009 E HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1009,HIGHLAND ACRES,E,RD,
-100.806876,46.813322,1064 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,1064,AVENUE C,W,,
-100.809707,46.813658,1118 S HIGHLAND ACRES RD,BISMARCK,,58501,North Dakota,Residential,1118,HIGHLAND ACRES,S,RD,
-100.806894,46.815008,926 PARKVIEW DR,BISMARCK,,58501,North Dakota,Residential,926,PARKVIEW,,DR,
-100.809341,46.812634,1120 KEATING DR,BISMARCK,,58501,North Dakota,Residential,1120,KEATING,,DR,
-100.8068,46.81309,1058 W AVENUE C,BISMARCK,,58501,North Dakota,Residential,1058,AVENUE C,W,,
-100.814995,46.8204,1309 SCHAFER ST STE B,BISMARCK,,58501,North Dakota,Business,1309,SCHAFER,,ST,STE B
